iter	stage	seconds	started
1	E_holdout_sft_a0	0	2026-09-04 14:16:58
1	B_holdout_harness	0	2026-09-04 14:21:15
1	E_holdout_sft_a0	0	2026-09-04 14:21:15
1	B_holdout_harness	0	2026-09-04 14:21:27
1	E_holdout_sft_a0	0	2026-09-04 14:21:27
1	B_holdout_harness	0	2026-09-04 14:22:12
1	E_holdout_sft_a0	0	2026-09-04 14:22:12
1	B_holdout_harness	0	2026-09-04 14:22:58
1	E_holdout_sft_a0	0	2026-09-04 14:22:58
1	B_holdout_harness	0	2026-09-04 14:25:12
1	E_holdout_sft_a0	0	2026-09-04 14:25:12
1	B_holdout_harness	0	2026-09-04 14:25:21
1	E_holdout_sft_a0	0	2026-09-04 14:25:22
1	B_holdout_harness	0	2026-09-04 14:29:14
1	E_holdout_sft_a0	0	2026-09-04 14:29:14
1	B_holdout_harness	0	2026-09-04 14:35:16
1	E_holdout_sft_a0	0	2026-09-04 14:35:16
1	B_holdout_harness	0	2026-09-04 14:37:14
1	E_holdout_sft_a0	0	2026-09-04 14:37:14
1	B_holdout_harness	0	2026-09-04 14:37:23
1	E_holdout_sft_a0	0	2026-09-04 14:37:23
1	B_holdout_harness	0	2026-09-04 14:41:12
1	E_holdout_sft_a0	0	2026-09-04 14:41:12
1	B_holdout_harness	0	2026-09-04 14:47:15
1	E_holdout_sft_a0	0	2026-09-04 14:47:15
1	B_holdout_harness	0	2026-09-04 14:49:15
1	E_holdout_sft_a0	0	2026-09-04 14:49:15
1	B_holdout_harness	0	2026-09-04 14:49:22
1	E_holdout_sft_a0	0	2026-09-04 14:49:23
1	B_holdout_harness	0	2026-09-04 14:53:15
1	E_holdout_sft_a0	0	2026-09-04 14:53:15
1	B_holdout_harness	0	2026-09-04 14:59:15
1	E_holdout_sft_a0	0	2026-09-04 14:59:15
1	B_holdout_harness	0	2026-09-04 15:01:13
1	E_holdout_sft_a0	0	2026-09-04 15:01:13
1	B_holdout_harness	0	2026-09-04 15:01:24
1	E_holdout_sft_a0	0	2026-09-04 15:01:24
1	B_holdout_harness	0	2026-09-04 15:05:11
1	E_holdout_sft_a0	0	2026-09-04 15:05:11
1	B_holdout_harness	0	2026-09-04 15:11:13
1	E_holdout_sft_a0	0	2026-09-04 15:11:13
1	B_holdout_harness	0	2026-09-04 15:13:15
1	E_holdout_sft_a0	0	2026-09-04 15:13:15
1	B_holdout_harness	0	2026-09-04 15:13:33
1	E_holdout_sft_a0	0	2026-09-04 15:13:33
1	B_holdout_harness	0	2026-09-04 15:17:14
1	E_holdout_sft_a0	0	2026-09-04 15:17:14
1	B_holdout_harness	0	2026-09-04 16:56:13
1	E_holdout_sft_a0	0	2026-09-04 16:56:13
1	B_holdout_harness	0	2026-09-04 16:56:32
1	E_holdout_sft_a0	0	2026-09-04 16:56:32
1	B_holdout_harness	0	2026-09-04 16:57:17
1	E_holdout_sft_a0	0	2026-09-04 16:57:17
1	B_holdout_harness	0	2026-09-04 16:58:01
1	E_holdout_sft_a0	0	2026-09-04 16:58:02
1	B_holdout_harness	0	2026-09-04 17:00:25
1	E_holdout_sft_a0	0	2026-09-04 17:00:25
1	B_holdout_harness	0	2026-09-04 17:01:04
1	E_holdout_sft_a0	0	2026-09-04 17:01:04
1	B_holdout_harness	0	2026-09-04 17:01:47
1	E_holdout_sft_a0	0	2026-09-04 17:01:47
1	B_holdout_harness	0	2026-09-04 17:04:15
1	E_holdout_sft_a0	0	2026-09-04 17:04:15
1	B_holdout_harness	0	2026-09-04 17:04:49
1	E_holdout_sft_a0	0	2026-09-04 17:04:49
1	B_holdout_harness	0	2026-09-04 17:05:34
1	E_holdout_sft_a0	0	2026-09-04 17:05:34
1	B_holdout_harness	0	2026-09-04 17:06:19
1	E_holdout_sft_a0	0	2026-09-04 17:06:19
1	B_holdout_harness	0	2026-09-04 17:07:03
1	E_holdout_sft_a0	0	2026-09-04 17:07:03
1	B_holdout_harness	0	2026-09-04 17:07:48
1	E_holdout_sft_a0	0	2026-09-04 17:07:48
1	B_holdout_harness	0	2026-09-04 17:10:14
1	E_holdout_sft_a0	0	2026-09-04 17:10:14
1	B_holdout_harness	0	2026-09-04 17:12:14
1	E_holdout_sft_a0	0	2026-09-04 17:12:14
1	B_holdout_harness	0	2026-09-04 17:14:17
1	E_holdout_sft_a0	0	2026-09-04 17:14:17
1	B_holdout_harness	0	2026-09-04 17:16:16
1	E_holdout_sft_a0	0	2026-09-04 17:16:16
1	B_holdout_harness	0	2026-09-04 17:20:20
1	E_holdout_sft_a0	0	2026-09-04 17:20:21
1	B_holdout_harness	0	2026-09-04 17:20:34
1	E_holdout_sft_a0	0	2026-09-04 17:20:35
1	B_holdout_harness	0	2026-09-04 17:21:19
1	E_holdout_sft_a0	0	2026-09-04 17:21:19
1	B_holdout_harness	0	2026-09-04 17:22:05
1	E_holdout_sft_a0	0	2026-09-04 17:22:05
1	B_holdout_harness	0	2026-09-04 17:22:59
1	E_holdout_sft_a0	0	2026-09-04 17:22:59
1	B_holdout_harness	0	2026-09-04 17:23:44
1	E_holdout_sft_a0	0	2026-09-04 17:23:44
1	B_holdout_harness	0	2026-09-04 17:24:30
1	E_holdout_sft_a0	0	2026-09-04 17:24:30
1	B_holdout_harness	0	2026-09-04 17:25:14
1	E_holdout_sft_a0	0	2026-09-04 17:25:14
1	B_holdout_harness	0	2026-09-04 17:26:00
1	E_holdout_sft_a0	0	2026-09-04 17:26:00
1	B_holdout_harness	0	2026-09-04 17:26:44
1	E_holdout_sft_a0	0	2026-09-04 17:26:44
1	B_holdout_harness	0	2026-09-04 17:27:29
1	E_holdout_sft_a0	0	2026-09-04 17:27:29
1	B_holdout_harness	0	2026-09-04 17:28:15
1	E_holdout_sft_a0	0	2026-09-04 17:28:15
1	B_holdout_harness	0	2026-09-04 17:28:59
1	E_holdout_sft_a0	0	2026-09-04 17:28:59
1	B_holdout_harness	0	2026-09-04 17:29:45
1	E_holdout_sft_a0	0	2026-09-04 17:29:45
1	B_holdout_harness	0	2026-09-04 17:32:13
1	E_holdout_sft_a0	0	2026-09-04 17:32:14
1	B_holdout_harness	0	2026-09-04 17:32:45
1	E_holdout_sft_a0	0	2026-09-04 17:32:46
1	B_holdout_harness	0	2026-09-04 17:33:29
1	E_holdout_sft_a0	0	2026-09-04 17:33:29
1	B_holdout_harness	0	2026-09-04 17:34:15
1	E_holdout_sft_a0	0	2026-09-04 17:34:15
1	B_holdout_harness	0	2026-09-04 17:34:59
1	E_holdout_sft_a0	0	2026-09-04 17:34:59
1	B_holdout_harness	0	2026-09-04 17:35:45
1	E_holdout_sft_a0	0	2026-09-04 17:35:45
1	B_holdout_harness	0	2026-09-04 17:36:30
1	E_holdout_sft_a0	0	2026-09-04 17:36:30
1	B_holdout_harness	0	2026-09-04 17:37:14
1	E_holdout_sft_a0	0	2026-09-04 17:37:14
1	B_holdout_harness	0	2026-09-04 17:37:58
1	E_holdout_sft_a0	0	2026-09-04 17:37:59
1	B_holdout_harness	0	2026-09-04 17:38:44
1	E_holdout_sft_a0	0	2026-09-04 17:38:45
1	B_holdout_harness	0	2026-09-04 17:39:29
1	E_holdout_sft_a0	0	2026-09-04 17:39:29
1	B_holdout_harness	0	2026-09-04 17:40:14
1	E_holdout_sft_a0	0	2026-09-04 17:40:14
1	B_holdout_harness	0	2026-09-04 17:40:59
1	E_holdout_sft_a0	0	2026-09-04 17:40:59
1	B_holdout_harness	0	2026-09-04 17:41:46
1	E_holdout_sft_a0	0	2026-09-04 17:41:46
1	B_holdout_harness	0	2026-09-04 17:42:29
1	E_holdout_sft_a0	0	2026-09-04 17:42:29
1	B_holdout_harness	0	2026-09-04 17:43:25
1	E_holdout_sft_a0	0	2026-09-04 17:43:25
1	B_holdout_harness	0	2026-09-04 17:44:11
1	E_holdout_sft_a0	0	2026-09-04 17:44:11
1	B_holdout_harness	0	2026-09-04 17:44:55
1	E_holdout_sft_a0	0	2026-09-04 17:44:55
1	B_holdout_harness	0	2026-09-04 17:45:42
1	E_holdout_sft_a0	0	2026-09-04 17:45:42
1	B_holdout_harness	0	2026-09-04 17:46:26
1	E_holdout_sft_a0	0	2026-09-04 17:46:26
1	B_holdout_harness	0	2026-09-04 17:47:10
1	E_holdout_sft_a0	0	2026-09-04 17:47:10
1	B_holdout_harness	0	2026-09-04 17:47:55
1	E_holdout_sft_a0	0	2026-09-04 17:47:55
1	B_holdout_harness	0	2026-09-04 17:48:40
1	E_holdout_sft_a0	0	2026-09-04 17:48:40
1	B_holdout_harness	0	2026-09-04 17:49:26
1	E_holdout_sft_a0	0	2026-09-04 17:49:26
1	B_holdout_harness	0	2026-09-04 17:50:11
1	E_holdout_sft_a0	0	2026-09-04 17:50:11
1	B_holdout_harness	0	2026-09-04 17:50:55
1	E_holdout_sft_a0	0	2026-09-04 17:50:55
1	B_holdout_harness	0	2026-09-04 17:51:42
1	E_holdout_sft_a0	0	2026-09-04 17:51:42
1	B_holdout_harness	0	2026-09-04 17:52:26
1	E_holdout_sft_a0	0	2026-09-04 17:52:26
1	B_holdout_harness	0	2026-09-04 17:53:12
1	E_holdout_sft_a0	0	2026-09-04 17:53:12
1	B_holdout_harness	0	2026-09-04 17:53:56
1	E_holdout_sft_a0	0	2026-09-04 17:53:56
1	B_holdout_harness	0	2026-09-04 17:54:41
1	E_holdout_sft_a0	0	2026-09-04 17:54:41
1	B_holdout_harness	0	2026-09-04 17:55:26
1	E_holdout_sft_a0	0	2026-09-04 17:55:26
1	B_holdout_harness	0	2026-09-04 17:56:12
1	E_holdout_sft_a0	0	2026-09-04 17:56:12
1	B_holdout_harness	0	2026-09-04 17:56:57
1	E_holdout_sft_a0	0	2026-09-04 17:56:57
1	B_holdout_harness	0	2026-09-04 17:57:41
1	E_holdout_sft_a0	0	2026-09-04 17:57:41
1	B_holdout_harness	0	2026-09-04 17:58:26
1	E_holdout_sft_a0	0	2026-09-04 17:58:26
1	B_holdout_harness	1	2026-09-04 17:59:10
1	E_holdout_sft_a0	0	2026-09-04 17:59:11
1	B_holdout_harness	0	2026-09-04 18:07:39
1	E_holdout_sft_a0	0	2026-09-04 18:07:39
1	B_holdout_harness	0	2026-09-04 18:08:22
1	E_holdout_sft_a0	0	2026-09-04 18:08:22
1	B_holdout_harness	0	2026-09-04 18:09:07
1	E_holdout_sft_a0	0	2026-09-04 18:09:07
1	B_holdout_harness	0	2026-09-04 18:09:53
1	E_holdout_sft_a0	0	2026-09-04 18:09:53
1	B_holdout_harness	0	2026-09-04 18:10:37
1	E_holdout_sft_a0	0	2026-09-04 18:10:37
1	B_holdout_harness	0	2026-09-04 18:11:22
1	E_holdout_sft_a0	0	2026-09-04 18:11:22
1	B_holdout_harness	0	2026-09-04 18:12:07
1	E_holdout_sft_a0	0	2026-09-04 18:12:07
1	B_holdout_harness	0	2026-09-04 18:12:55
1	E_holdout_sft_a0	0	2026-09-04 18:12:55
1	B_holdout_harness	0	2026-09-04 18:13:38
1	E_holdout_sft_a0	0	2026-09-04 18:13:38
1	B_holdout_harness	0	2026-09-04 18:14:23
1	E_holdout_sft_a0	0	2026-09-04 18:14:23
1	B_holdout_harness	0	2026-09-04 18:15:08
1	E_holdout_sft_a0	0	2026-09-04 18:15:08
1	B_holdout_harness	0	2026-09-04 18:15:53
1	E_holdout_sft_a0	0	2026-09-04 18:15:53
1	B_holdout_harness	0	2026-09-04 18:16:38
1	E_holdout_sft_a0	0	2026-09-04 18:16:38
1	B_holdout_harness	0	2026-09-04 18:17:23
1	E_holdout_sft_a0	0	2026-09-04 18:17:23
1	B_holdout_harness	0	2026-09-04 18:18:12
1	E_holdout_sft_a0	0	2026-09-04 18:18:12
1	B_holdout_harness	0	2026-09-04 18:18:53
1	E_holdout_sft_a0	0	2026-09-04 18:18:53
1	B_holdout_harness	0	2026-09-04 18:19:38
1	E_holdout_sft_a0	0	2026-09-04 18:19:38
1	B_holdout_harness	0	2026-09-04 18:20:23
1	E_holdout_sft_a0	0	2026-09-04 18:20:23
1	B_holdout_harness	0	2026-09-04 18:21:19
1	E_holdout_sft_a0	0	2026-09-04 18:21:19
1	B_holdout_harness	0	2026-09-04 18:22:04
1	E_holdout_sft_a0	0	2026-09-04 18:22:04
1	B_holdout_harness	0	2026-09-04 18:22:49
1	E_holdout_sft_a0	0	2026-09-04 18:22:49
1	B_holdout_harness	0	2026-09-04 18:23:34
1	E_holdout_sft_a0	0	2026-09-04 18:23:34
1	B_holdout_harness	0	2026-09-04 18:24:19
1	E_holdout_sft_a0	0	2026-09-04 18:24:19
1	B_holdout_harness	0	2026-09-04 18:25:05
1	E_holdout_sft_a0	0	2026-09-04 18:25:05
1	B_holdout_harness	0	2026-09-04 18:25:50
1	E_holdout_sft_a0	0	2026-09-04 18:25:50
1	B_holdout_harness	0	2026-09-04 18:26:35
1	E_holdout_sft_a0	0	2026-09-04 18:26:35
1	B_holdout_harness	0	2026-09-04 18:27:19
1	E_holdout_sft_a0	0	2026-09-04 18:27:19
1	B_holdout_harness	0	2026-09-04 18:28:05
1	E_holdout_sft_a0	0	2026-09-04 18:28:05
1	B_holdout_harness	0	2026-09-04 18:28:50
1	E_holdout_sft_a0	0	2026-09-04 18:28:50
1	B_holdout_harness	0	2026-09-04 18:29:34
1	E_holdout_sft_a0	0	2026-09-04 18:29:34
1	B_holdout_harness	0	2026-09-04 18:30:19
1	E_holdout_sft_a0	0	2026-09-04 18:30:19
1	B_holdout_harness	0	2026-09-04 18:31:04
1	E_holdout_sft_a0	0	2026-09-04 18:31:04
1	B_holdout_harness	0	2026-09-04 18:31:50
1	E_holdout_sft_a0	0	2026-09-04 18:31:50
1	B_holdout_harness	0	2026-09-04 18:32:35
1	E_holdout_sft_a0	0	2026-09-04 18:32:35
1	B_holdout_harness	0	2026-09-04 18:33:21
1	E_holdout_sft_a0	0	2026-09-04 18:33:21
1	B_holdout_harness	0	2026-09-04 18:34:05
1	E_holdout_sft_a0	0	2026-09-04 18:34:05
1	B_holdout_harness	0	2026-09-04 18:34:50
1	E_holdout_sft_a0	0	2026-09-04 18:34:50
1	B_holdout_harness	0	2026-09-04 18:35:36
1	E_holdout_sft_a0	0	2026-09-04 18:35:36
1	B_holdout_harness	0	2026-09-04 18:36:20
1	E_holdout_sft_a0	0	2026-09-04 18:36:20
1	B_holdout_harness	0	2026-09-04 18:38:15
1	E_holdout_sft_a0	0	2026-09-04 18:38:15
1	B_holdout_harness	0	2026-09-04 18:38:36
1	E_holdout_sft_a0	0	2026-09-04 18:38:36
1	B_holdout_harness	0	2026-09-04 18:39:21
1	E_holdout_sft_a0	0	2026-09-04 18:39:22
1	B_holdout_harness	0	2026-09-04 18:40:06
1	E_holdout_sft_a0	0	2026-09-04 18:40:06
1	B_holdout_harness	0	2026-09-04 18:41:00
1	E_holdout_sft_a0	0	2026-09-04 18:41:00
1	B_holdout_harness	0	2026-09-04 18:41:44
1	E_holdout_sft_a0	0	2026-09-04 18:41:45
1	B_holdout_harness	0	2026-09-04 18:42:30
1	E_holdout_sft_a0	0	2026-09-04 18:42:30
1	B_holdout_harness	0	2026-09-04 18:43:16
1	E_holdout_sft_a0	0	2026-09-04 18:43:16
1	B_holdout_harness	0	2026-09-04 18:44:01
1	E_holdout_sft_a0	0	2026-09-04 18:44:02
1	B_holdout_harness	0	2026-09-04 18:44:46
1	E_holdout_sft_a0	0	2026-09-04 18:44:46
1	B_holdout_harness	0	2026-09-04 18:45:30
1	E_holdout_sft_a0	0	2026-09-04 18:45:31
1	B_holdout_harness	0	2026-09-04 18:46:16
1	E_holdout_sft_a0	0	2026-09-04 18:46:16
1	B_holdout_harness	0	2026-09-04 18:47:01
1	E_holdout_sft_a0	0	2026-09-04 18:47:02
